,,,中國電信W,0.143,,,,,,,
,,,中國移動W,0.286,,,,,,,
,,,中國聯通W,0.571,,,,,,,
,,,22054115,48062180,92060377,,,,,,
[省],[市],[ID],[中國電信],[中國移動],[中國聯通],,[Weight],,,[城市代碼],[前101城市]
山东,,山东,66,66,66,,66,,,,,99
广东,,广东,67,67,67,,67,,,,,129
广东,东莞,广东-东莞,67,67,67,,67,,,,,130,Y
山东,威海,山东-威海,76,66,66,,67.43,,,,,102,Y
广东,深圳,广东-深圳,68,68,68,,68,,,,,142,Y
广西,,广西,68,68,68,,68,,,,,151
广西,北海,广西-北海,68,68,68,,68,,,,,152
江苏,,江苏,69,69,69,,69,,,,,182
江苏,南京,江苏-南京,69,69,69,,69,,,,,183,Y
山西,,山西,67,77,67,,69.86,,,,,117
河北,,河北,70,70,70,,70,,,,,208
河北,保定,河北-保定,70,70,70,,70,,,,,209,Y
江苏,苏州,江苏-苏州,70,70,70,,70,,,,,193,Y
河北,廊坊,河北-廊坊,71,70,70,,70.143,,,,,211
广东,佛山,广东-佛山,67,78,67,,70.146,,,,,133,Y
广东,清远,广东-清远,68,78,68,,70.86,,,,,143
广东,中山,广东-中山,68,78,68,,70.86,,,,,131,Y
河北,石家庄,河北-石家庄,71,71,71,,71,,,,,215,Y
河南,,河南,71,71,71,,71,,,,,220
河南,许昌,河南-许昌,71,71,71,,71,,,,,235,Y
河南,郑州,河南-郑州,71,71,71,,71,,,,,236,Y
河南,周口,河南-周口,71,71,71,,71,,,,,224
浙江,,浙江,71,71,71,,71,,,,,239
山西,忻州,山西-忻州,77,77,67,,71.29,,,,,122
广西,桂林,广西-桂林,68,78,69,,71.431,,,,,157,Y
浙江,台州,浙江-台州,71,72,72,,71.857,,,,,241,Y
云南,,云南,72,72,72,,72,,,,,2
山东,枣庄,山东-枣庄,66,67,77,,72.567,,,,,105
陕西,西安,陕西-西安,66,67,77,,72.567,,,,,372,Y
云南,昆明,云南-昆明,73,72,73,,72.714,,,,,10,Y
北京,北京,北京-北京,73,73,73,,73,,,,,32,Y
湖北,,湖北,73,73,73,,73,,,,,270
湖北,武汉,湖北-武汉,73,73,73,,73,,,,,278,Y
湖南,,湖南,73,73,73,,73,,,,,288
广东,广州,广东-广州,67,67,78,,73.281,,,,,134,Y
广东,茂名,广东-茂名,68,68,78,,73.71,,,,,148,Y
福建,,福建,74,74,74,,74,,,,,319
湖南,长沙,湖南-长沙,74,74,74,,74,,,,,302,Y
吉林,,吉林,74,74,74,,74,,,,,43
四川,,四川,74,74,74,,74,,,,,53
广西,柳州,广西-柳州,68,68,79,,74.281,,,,,156,Y
广西,南宁,广西-南宁,68,68,79,,74.281,,,,,153,Y
陕西,,陕西,66,76,76,,74.57,,,,,363
四川,宜宾,四川-宜宾,74,75,75,,74.857,,,,,58
福建,泉州,福建-泉州,75,75,75,,75,,,,,324,Y
贵州,,贵州,75,75,75,,75,,,,,337
贵州,黔南布依族苗族自治州,贵州-黔南布依族苗族自治州,76,75,75,,75.143,,,,,345
山东,潍坊,山东-潍坊,67,77,77,,75.57,,,,,111,Y
贵州,黔东南苗族侗族自治州,贵州-黔东南苗族侗族自治州,75,76,76,,75.857,,,,,344
安徽,,安徽,76,76,76,,76,,,,,82
安徽,淮北,安徽-淮北,76,76,76,,76,,,,,90
重庆,重庆,重庆-重庆,76,76,76,,76,,,,,362,Y
贵州,黔西南布依族苗族自治州,贵州-黔西南布依族苗族自治州,76,76,76,,76,,,,,346
辽宁,,辽宁,76,76,76,,76,,,,,347
陕西,渭南,陕西-渭南,77,77,77,,77,,,,,371
河南,平顶山,河南-平顶山,121,71,71,,78.15,,,,,227,Y
河南,焦作,河南-焦作,122,71,71,,78.293,,,,,234
河南,驻马店,河南-驻马店,122,71,71,,78.293,,,,,237
云南,红河哈尼族彝族自治州,云南-红河哈尼族彝族自治州,113,73,73,,78.72,,,,,16
安徽,安庆,安徽-安庆,116,76,76,,81.72,,,,,86
山东,菏泽,山东-菏泽,117,77,77,,82.72,,,,,115
山东,青岛,山东-青岛,77,117,67,,82.73,,,,,116,Y
山西,晋中,山西-晋中,168,77,67,,84.303,,,,,123
内蒙古,,内蒙古,73,114,73,,84.726,,,,,19
河北,沧州,河北-沧州,70,121,71,,85.157,,,,,214,Y
河北,邯郸,河北-邯郸,71,121,71,,85.3,,,,,219,Y
河南,漯河,河南-漯河,71,121,71,,85.3,,,,,232
湖南,益阳,湖南-益阳,74,114,74,,85.44,,,,,298
山东,烟台,山东-烟台,178,77,67,,85.733,,,,,112,Y
浙江,杭州,浙江-杭州,72,122,72,,86.3,,,,,244,Y
贵州,安顺,贵州-安顺,75,116,75,,86.726,,,,,339
贵州,贵阳,贵州-贵阳,75,116,75,,86.726,,,,,341,Y
天津,天津,天津-天津,75,116,75,,86.726,,,,,75,Y
安徽,六安,安徽-六安,76,116,76,,87.44,,,,,84
山东,临沂,山东-临沂,76,117,76,,87.726,,,,,101,Y
山东,德州,山东-德州,177,76,76,,90.443,,,,,103,Y
内蒙古,通辽,内蒙古-通辽,114,114,74,,91.16,,,,,28
四川,德阳,四川-德阳,115,115,75,,92.16,,,,,62
河南,洛阳,河南-洛阳,121,121,71,,92.45,,,,,230,Y
山西,吕梁,山西-吕梁,228,77,67,,92.883,,,,,119
河南,信阳,河南-信阳,232,71,71,,94.023,,,,,222
山东,滨州,山东-滨州,117,117,77,,94.16,,,,,110,Y
山东,济宁,山东-济宁,228,67,77,,95.733,,,,,108,Y
广东,阳江,广东-阳江,68,68,118,,96.55,,,,,149
广东,湛江,广东-湛江,68,68,118,,96.55,,,,,144,Y
湖南,永州,湖南-永州,74,74,114,,96.84,,,,,295
吉林,延边朝鲜族自治州,吉林-延边朝鲜族自治州,235,74,74,,97.023,,,,,46
新疆,,新疆,69,69,119,,97.55,,,,,166
新疆,克拉玛依,新疆-克拉玛依,69,69,119,,97.55,,,,,170
辽宁,葫芦岛,辽宁-葫芦岛,227,76,76,,97.593,,,,,356
福建,福州,福建-福州,75,75,115,,97.84,,,,,326,Y
四川,雅安,四川-雅安,75,75,115,,97.84,,,,,74
陕西,咸阳,陕西-咸阳,66,76,117,,97.981,,,,,364,Y
江苏,盐城,江苏-盐城,70,70,120,,98.55,,,,,192,Y
江西,,江西,70,70,120,,98.55,,,,,196
江西,南昌,江西-南昌,70,70,120,,98.55,,,,,199,Y
山东,泰安,山东-泰安,228,77,77,,98.593,,,,,106,Y
安徽,阜阳,安徽-阜阳,76,76,116,,98.84,,,,,96
河北,承德,河北-承德,70,171,70,,98.886,,,,,213
河北,唐山,河北-唐山,171,121,70,,99.029,,,,,210,Y
江西,赣州,江西-赣州,70,70,121,,99.121,,,,,206,Y
广东,惠州,广东-惠州,68,78,118,,99.41,,,,,135,Y
河北,邢台,河北-邢台,71,171,71,,99.6,,,,,218
吉林,吉林市,吉林-吉林市,175,114,74,,99.883,,,,,44,Y
海南,,海南,72,173,72,,100.886,,,,,251
上海,上海,上海-上海,72,72,123,,101.121,,,,,1,Y
云南,玉溪,云南-玉溪,73,173,73,,101.6,,,,,15
山东,莱芜,山东-莱芜,168,118,77,,101.739,,,,,114
安徽,亳州,安徽-亳州,176,116,76,,101.74,,,,,83
山西,长治,山西-长治,178,118,77,,103.169,,,,,127
四川,内江,四川-内江,115,75,115,,103.56,,,,,55
福建,漳州,福建-漳州,75,175,75,,103.6,,,,,325
河南,商丘,河南-商丘,121,71,121,,106.7,,,,,225
湖南,岳阳,湖南-岳阳,73,114,114,,108.137,,,,,290,Y
湖南,株洲,湖南-株洲,114,174,74,,108.32,,,,,294,Y
四川,攀枝花,四川-攀枝花,75,115,115,,109.28,,,,,64
陕西,榆林,陕西-榆林,66,117,117,,109.707,,,,,369
山东,淄博,山东-淄博,349,77,67,,110.186,,,,,109,Y
辽宁,沈阳,辽宁-沈阳,116,176,76,,110.32,,,,,353,Y
广东,肇庆,广东-肇庆,68,118,118,,110.85,,,,,147
山西,晋城,山西-晋城,289,117,67,,113.046,,,,,124
山西,运城,山西-运城,178,178,67,,114.619,,,,,126
浙江,金华,浙江-金华,72,122,122,,114.85,,,,,250,Y
辽宁,大连,辽宁-大连,348,76,76,,114.896,,,,,349,Y
湖南,怀化,湖南-怀化,174,175,74,,117.186,,,,,293
内蒙古,呼和浩特,内蒙古-呼和浩特,73,235,73,,119.332,,,,,25,Y
山东,济南,山东-济南,228,178,67,,121.769,,,,,107,Y
山东,聊城,山东-聊城,409,77,77,,124.476,,,,,113
广西,钦州,广西-钦州,69,169,119,,126.15,,,,,164
青海,,青海,67,177,117,,127.01,,,,,374
青海,西宁,青海-西宁,67,178,117,,127.296,,,,,381,Y
广东,云浮,广东-云浮,68,77,168,,127.674,,,,,132
云南,曲靖,云南-曲靖,73,73,174,,130.671,,,,,13
湖南,邵阳,湖南-邵阳,74,74,175,,131.671,,,,,300
福建,厦门,福建-厦门,75,75,175,,132.1,,,,,322,Y
山东,日照,山东-日照,67,77,177,,132.67,,,,,104
贵州,毕节,贵州-毕节,75,75,176,,132.671,,,,,340
安徽,合肥,安徽-合肥,76,76,177,,133.671,,,,,85,Y
云南,普洱,云南-普洱,355,73,113,,136.166,,,,,12
山西,太原,山西-太原,67,289,77,,136.202,,,,,121,Y
湖南,娄底,湖南-娄底,114,73,174,,136.534,,,,,289
广东,汕头,广东-汕头,68,118,168,,139.4,,,,,138,Y
云南,大理白族自治州,云南-大理白族自治州,73,114,173,,141.826,,,,,6
辽宁,铁岭,辽宁-铁岭,116,287,76,,142.066,,,,,358
河北,张家口,河北-张家口,171,71,171,,142.4,,,,,212
湖南,郴州,湖南-郴州,74,235,114,,142.886,,,,,301
内蒙古,赤峰,内蒙古-赤峰,174,295,74,,151.506,,,,,27
河南,南阳,河南-南阳,71,353,71,,151.652,,,,,223
河南,开封,河南-开封,232,71,172,,151.694,,,,,228,Y
辽宁,营口,辽宁-营口,530,116,76,,152.362,,,,,355
海南,儋州,海南-儋州,72,354,72,,152.652,,,,,259
贵州,六盘水,贵州-六盘水,75,347,75,,152.792,,,,,338
广西,贵港,广西-贵港,69,169,169,,154.7,,,,,162
河北,衡水,河北-衡水,232,292,71,,157.229,,,,,217
湖南,张家界,湖南-张家界,114,346,74,,157.512,,,,,292
辽宁,朝阳,辽宁-朝阳,348,227,76,,158.082,,,,,351
河南,安阳,河南-安阳,121,353,71,,158.802,,,,,226
广东,江门,广东-江门,68,68,229,,159.931,,,,,140,Y
湖南,湘潭,湖南-湘潭,74,295,114,,160.046,,,,,296
陕西,汉中,陕西-汉中,76,67,228,,160.218,,,,,370
甘肃,兰州,甘肃-兰州,74,74,226,,160.792,,,,,306,Y
四川,绵阳,四川-绵阳,75,75,226,,161.221,,,,,68
广东,河源,广东-河源,78,68,229,,161.361,,,,,141
浙江,宁波,浙江-宁波,72,72,233,,163.931,,,,,243,Y
浙江,温州,浙江-温州,72,72,233,,163.931,,,,,245,Y
云南,西双版纳傣族自治州,云南-西双版纳傣族自治州,73,73,234,,164.931,,,,,17
内蒙古,锡林郭勒盟,内蒙古-锡林郭勒盟,175,345,73,,165.378,,,,,30
甘肃,,甘肃,74,74,235,,165.931,,,,,304
河南,鹤壁,河南-鹤壁,172,353,71,,166.095,,,,,238
四川,成都,四川-成都,75,75,236,,166.931,,,,,63,Y
山西,大同,山西-大同,289,288,77,,167.662,,,,,120
四川,达州,四川-达州,75,115,226,,172.661,,,,,71
广东,潮州,广东-潮州,78,229,169,,173.147,,,,,145
河南,三门峡,河南-三门峡,71,232,172,,174.717,,,,,221
陕西,宝鸡,陕西-宝鸡,76,227,177,,176.857,,,,,367,Y
湖北,黄冈,湖北-黄冈,73,113,235,,176.942,,,,,286
湖南,常德,湖南-常德,74,235,174,,177.146,,,,,291
辽宁,丹东,辽宁-丹东,589,177,76,,178.245,,,,,348
湖北,襄阳,湖北-襄阳,113,114,234,,182.377,,,,,283,Y
贵州,铜仁,贵州-铜仁,227,176,176,,183.293,,,,,343
山西,临汾,山西-临汾,117,349,117,,183.352,,,,,118
山西,阳泉,山西-阳泉,289,168,168,,185.303,,,,,128
吉林,通化,吉林-通化,75,467,74,,186.541,,,,,51
辽宁,抚顺,辽宁-抚顺,76,472,76,,189.256,,,,,350
陕西,商洛,陕西-商洛,228,409,76,,192.974,,,,,365
湖北,荆州,湖北-荆州,73,174,234,,193.817,,,,,281
湖北,孝感,湖北-孝感,73,174,234,,193.817,,,,,275
西藏,,西藏,75,75,286,,195.481,,,,,329
贵州,遵义,贵州-遵义,116,287,176,,199.166,,,,,342
湖北,咸宁,湖北-咸宁,113,173,234,,199.251,,,,,273
内蒙古,包头,内蒙古-包头,174,468,73,,200.413,,,,,23,Y
西藏,拉萨,西藏-拉萨,115,75,286,,201.201,,,,,331,Y
辽宁,鞍山,辽宁-鞍山,590,177,116,,201.228,,,,,361,Y
广东,揭阳,广东-揭阳,118,68,289,,201.341,,,,,136
广西,贺州,广西-贺州,119,69,290,,202.341,,,,,163
浙江,舟山,浙江-舟山,122,72,293,,205.341,,,,,248
四川,自贡,四川-自贡,75,116,286,,207.207,,,,,69
福建,宁德,福建-宁德,75,236,226,,207.267,,,,,323
广东,汕尾,广东-汕尾,68,118,289,,208.491,,,,,139
吉林,松原,吉林-松原,175,296,175,,209.606,,,,,47
江西,抚州,江西-抚州,70,120,291,,210.491,,,,,202
江西,九江,江西-九江,171,70,291,,210.634,,,,,198,Y
甘肃,张掖,甘肃-张掖,74,115,296,,212.488,,,,,312
广西,梧州,广西-梧州,119,350,169,,213.616,,,,,158
陕西,延安,陕西-延安,117,117,288,,214.641,,,,,368
内蒙古,兴安盟,内蒙古-兴安盟,345,234,174,,215.613,,,,,22
福建,龙岩,福建-龙岩,115,468,115,,215.958,,,,,328
广西,崇左,广西-崇左,119,119,290,,216.641,,,,,154
云南,楚雄彝族自治州,云南-楚雄彝族自治州,113,355,174,,217.043,,,,,14
江西,萍乡,江西-萍乡,70,171,292,,225.648,,,,,205,Y
西藏,昌都,西藏-昌都,286,75,286,,225.654,,,,,333
安徽,芜湖,安徽-芜湖,76,177,288,,225.938,,,,,93
辽宁,辽阳,辽宁-辽阳,227,227,227,,227,,,,,357
四川,南充,四川-南充,75,407,175,,227.052,,,,,57
海南,海口,海南-海口,73,173,294,,227.791,,,,,264,Y
广西,河池,广西-河池,68,68,350,,229.022,,,,,159
江苏,淮安,江苏-淮安,70,70,351,,230.451,,,,,191
江苏,无锡,江苏-无锡,70,70,351,,230.451,,,,,189,Y
安徽,淮南,安徽-淮南,76,76,348,,231.312,,,,,91
广东,韶关,广东-韶关,68,78,350,,231.882,,,,,150
辽宁,锦州,辽宁-锦州,227,348,177,,233.056,,,,,359
湖南,衡阳,湖南-衡阳,114,296,235,,235.143,,,,,299,Y
湖北,宜昌,湖北-宜昌,123,415,174,,235.633,,,,,276,Y
四川,遂宁,四川-遂宁,115,75,347,,236.032,,,,,72
四川,资阳,四川-资阳,75,115,347,,241.752,,,,,70
广东,梅州,广东-梅州,68,118,349,,242.751,,,,,137
河南,濮阳,河南-濮阳,172,525,122,,244.408,,,,,233
山西,朔州,山西-朔州,651,77,228,,245.303,,,,,125
内蒙古,巴彦淖尔,内蒙古-巴彦淖尔,73,234,295,,245.808,,,,,26
江苏,镇江,江苏-镇江,120,231,291,,249.387,,,,,195,Y
内蒙古,呼伦贝尔,内蒙古-呼伦贝尔,73,708,73,,254.61,,,,,24
河北,秦皇岛,河北-秦皇岛,71,171,353,,260.622,,,,,216,Y
湖南,湘西土家族苗族自治州,湖南-湘西土家族苗族自治州,74,235,346,,275.358,,,,,297
广东,珠海,广东-珠海,68,118,410,,277.582,,,,,146,Y
广西,百色,广西-百色,68,119,411,,278.439,,,,,161
浙江,绍兴,浙江-绍兴,72,122,414,,281.582,,,,,247,Y
吉林,辽源,吉林-辽源,235,407,235,,284.192,,,,,50
吉林,长春,吉林-长春,175,769,74,,287.213,,,,,52,Y
甘肃,天水,甘肃-天水,74,175,407,,293.029,,,,,308
辽宁,本溪,辽宁-本溪,408,590,116,,293.32,,,,,352
浙江,嘉兴,浙江-嘉兴,72,72,464,,295.832,,,,,242,Y
江苏,宿迁,江苏-宿迁,69,69,472,,299.113,,,,,185
吉林,四平,吉林-四平,235,588,175,,301.698,,,,,45
云南,德宏傣族景颇族自治州,云南-德宏傣族景颇族自治州,173,173,415,,311.182,,,,,7
河南,济源,河南-济源,947,474,71,,311.526,,,,,231
吉林,白城,吉林-白城,830,589,74,,329.398,,,,,48
江苏,连云港,江苏-连云港,70,70,533,,334.373,,,,,194
江西,上饶,江西-上饶,70,70,533,,334.373,,,,,197,Y
广西,玉林,广西-玉林,68,79,531,,335.519,,,,,160
四川,广安,四川-广安,115,75,528,,339.383,,,,,61
四川,乐山,四川-乐山,235,407,347,,348.144,,,,,54
辽宁,盘锦,辽宁-盘锦,287,287,409,,356.662,,,,,354
新疆,石河子,新疆-石河子,412,230,412,,359.948,,,,,179
湖北,恩施土家族苗族自治州,湖北-恩施土家族苗族自治州,73,889,174,,364.047,,,,,277
甘肃,武威,甘肃-武威,296,74,527,,364.409,,,,,313
浙江,湖州,浙江-湖州,122,72,585,,372.073,,,,,246,Y
新疆,阿克苏地区,新疆-阿克苏地区,291,351,412,,377.251,,,,,180
浙江,丽水,浙江-丽水,122,172,585,,400.673,,,,,240
安徽,马鞍山,安徽-马鞍山,117,650,349,,401.91,,,,,97
江西,吉安,江西-吉安,70,70,654,,403.464,,,,,200
江西,宜春,江西-宜春,70,120,654,,417.764,,,,,201,Y
江苏,常州,江苏-常州,69,69,704,,431.585,,,,,186,Y
四川,眉山,四川-眉山,75,75,710,,437.585,,,,,67
广西,防城港,广西-防城港,119,652,411,,438.17,,,,,165
西藏,山南,西藏-山南,75,951,286,,446.017,,,,,330
辽宁,阜新,辽宁-阜新,116,711,409,,453.473,,,,,360
湖北,鄂州,湖北-鄂州,73,174,768,,498.731,,,,,284
新疆,乌鲁木齐,新疆-乌鲁木齐,69,532,592,,500.051,,,,,167,Y
安徽,滁州,安徽-滁州,66,76,831,,505.675,,,,,92
甘肃,庆阳,甘肃-庆阳,74,74,830,,505.676,,,,,311
江苏,徐州,江苏-徐州,69,69,834,,505.815,,,,,187,Y
江苏,泰州,江苏-泰州,70,70,835,,506.815,,,,,190,Y
甘肃,定西,甘肃-定西,236,74,831,,529.413,,,,,309
宁夏,,宁夏,116,76,891,,547.085,,,,,76
江苏,南通,江苏-南通,69,69,945,,569.196,,,,,184,Y
江西,景德镇,江西-景德镇,120,292,825,,571.747,,,,,204,Y
湖北,荆门,湖北-荆门,113,709,647,,588.37,,,,,282
宁夏,石嘴山,宁夏-石嘴山,408,116,891,,600.281,,,,,80
湖北,黄石,湖北-黄石,527,416,768,,632.865,,,,,287
陕西,安康,陕西-安康,76,348,952,,653.988,,,,,366
河南,新乡,河南-新乡,999999,71,71,,143060.704,,,,,229
山东,东营,山东-东营,999999,177,76,,143093.875,,,,,100,Y
内蒙古,阿拉善盟,内蒙古-阿拉善盟,999999,829,295,,143405.396,,,,,31
福建,南平,福建-南平,75,999999,75,,286053.264,,,,,321
福建,莆田,福建-莆田,75,999999,75,,286053.264,,,,,327
内蒙古,鄂尔多斯,内蒙古-鄂尔多斯,295,999999,235,,286176.084,,,,,29,Y
内蒙古,乌海,内蒙古-乌海,174,999999,345,,286221.591,,,,,21
内蒙古,乌兰察布,内蒙古-乌兰察布,527,999999,295,,286243.52,,,,,20
福建,三明,福建-三明,115,999999,407,,286248.556,,,,,320
海南,东方,海南-东方,414,999999,465,,286324.431,,,,,254
吉林,白山,吉林-白山,407,999999,467,,286324.572,,,,,49
湖北,天门,湖北-天门,73,999999,828,,286482.941,,,,,274
青海,海北藏族自治州,青海-海北藏族自治州,999999,999999,953,,429543.734,,,,,377
江苏,扬州,江苏-扬州,70,70,999999,,571029.459,,,,,188,Y
云南,保山,云南-保山,72,72,999999,,571030.317,,,,,5
陕西,铜川,陕西-铜川,67,77,999999,,571031.032,,,,,373
四川,凉山彝族自治州,四川-凉山彝族自治州,75,74,999999,,571031.318,,,,,56
甘肃,陇南,甘肃-陇南,74,75,999999,,571031.461,,,,,318
安徽,宿州,安徽-宿州,76,76,999999,,571032.033,,,,,88
安徽,宣城,安徽-宣城,76,76,999999,,571032.033,,,,,87
江西,新余,江西-新余,120,70,999999,,571036.609,,,,,203,Y
云南,文山壮族苗族自治州,云南-文山壮族苗族自治州,123,73,999999,,571037.896,,,,,9
甘肃,临夏回族自治州,甘肃-临夏回族自治州,74,114,999999,,571042.615,,,,,305
甘肃,平凉,甘肃-平凉,74,114,999999,,571042.615,,,,,310
四川,泸州,四川-泸州,75,115,999999,,571043.044,,,,,65
新疆,伊犁哈萨克自治州,新疆-伊犁哈萨克自治州,69,119,999999,,571043.33,,,,,168
宁夏,银川,宁夏-银川,176,76,999999,,571046.333,,,,,81,Y
西藏,林芝,西藏-林芝,115,116,999999,,571049.05,,,,,334
云南,临沧,云南-临沧,233,72,999999,,571053.34,,,,,3
新疆,昌吉回族自治州,新疆-昌吉回族自治州,69,170,999999,,571057.916,,,,,178
四川,巴中,四川-巴中,296,75,999999,,571063.207,,,,,59
云南,昭通,云南-昭通,234,113,999999,,571065.209,,,,,11
四川,广元,四川-广元,115,175,999999,,571065.924,,,,,60
湖北,随州,湖北-随州,295,114,999999,,571074.218,,,,,285
新疆,喀什地区,新疆-喀什地区,69,230,999999,,571075.076,,,,,175
甘肃,金昌,甘肃-金昌,115,236,999999,,571083.37,,,,,317
浙江,衢州,浙江-衢州,122,233,999999,,571083.513,,,,,249
安徽,铜陵,安徽-铜陵,469,76,999999,,571088.232,,,,,95
广西,来宾,广西-来宾,169,229,999999,,571089.09,,,,,155
四川,阿坝藏族羌族自治州,四川-阿坝藏族羌族自治州,176,226,999999,,571089.233,,,,,73
湖北,十堰,湖北-十堰,174,234,999999,,571091.235,,,,,272
安徽,黄山,安徽-黄山,76,288,999999,,571092.665,,,,,98
云南,丽江,云南-丽江,526,73,999999,,571095.525,,,,,4
宁夏,吴忠,宁夏-吴忠,529,176,999999,,571125.412,,,,,78
新疆,塔城地区,新疆-塔城地区,79,412,999999,,571128.558,,,,,176
甘肃,白银,甘肃-白银,226,347,999999,,571130.989,,,,,315
青海,海南藏族自治州,青海-海南藏族自治州,228,409,999999,,571149.007,,,,,378
新疆,巴音郭楞蒙古自治州,新疆-巴音郭楞蒙古自治州,120,472,999999,,571151.581,,,,,177
新疆,和田地区,新疆-和田地区,834,119,999999,,571152.725,,,,,173
湖北,潜江,湖北-潜江,467,345,999999,,571164.88,,,,,279
云南,怒江傈僳族自治州,云南-怒江傈僳族自治州,233,465,999999,,571165.738,,,,,8
湖北,仙桃,湖北-仙桃,113,527,999999,,571166.31,,,,,271
西藏,阿里地区,西藏-阿里地区,649,287,999999,,571174.318,,,,,336
四川,甘孜藏族自治州,四川-甘孜藏族自治州,226,528,999999,,571182.755,,,,,66
宁夏,固原,宁夏-固原,116,589,999999,,571184.471,,,,,79
安徽,蚌埠,安徽-蚌埠,117,590,999999,,571184.9,,,,,94
甘肃,酒泉,甘肃-酒泉,74,649,999999,,571195.625,,,,,316
新疆,吐鲁番,新疆-吐鲁番,230,593,999999,,571201.917,,,,,172
海南,三亚,海南-三亚,112,827,999999,,571251.967,,,,,253
新疆,博尔塔拉蒙古自治州,新疆-博尔塔拉蒙古自治州,472,653,999999,,571253.683,,,,,171
青海,海西蒙古族藏族自治州,青海-海西蒙古族藏族自治州,67,893,999999,,571264.408,,,,,379
西藏,日喀则,西藏-日喀则,589,650,999999,,571269.556,,,,,332
甘肃,甘南藏族自治州,甘肃-甘南藏族自治州,770,709,999999,,571312.313,,,,,314
青海,玉树藏族自治州,青海-玉树藏族自治州,772,832,999999,,571347.777,,,,,380
安徽,池州,安徽-池州,999999,116,999999,,714032.462,,,,,89
云南,迪庆藏族自治州,云南-迪庆藏族自治州,999999,124,999999,,714034.75,,,,,18
新疆,阿勒泰地区,新疆-阿勒泰地区,999999,473,999999,,714134.564,,,,,181
黑龙江,,黑龙江,67,999999,999999,,857008.724,,,,,384
江西,鹰潭,江西-鹰潭,70,999999,999999,,857009.153,,,,,207
海南,临高县,海南-临高县,72,999999,999999,,857009.439,,,,,255
海南,陵水黎族自治县,海南-陵水黎族自治县,73,999999,999999,,857009.582,,,,,269
西藏,那曲地区,西藏-那曲地区,115,999999,999999,,857015.588,,,,,335
新疆,哈密,新疆-哈密,120,999999,999999,,857016.303,,,,,174
海南,乐东黎族自治县,海南-乐东黎族自治县,122,999999,999999,,857016.589,,,,,256
海南,万宁,海南-万宁,122,999999,999999,,857016.589,,,,,252
海南,五指山,海南-五指山,122,999999,999999,,857016.589,,,,,257
海南,琼海,海南-琼海,123,999999,999999,,857016.732,,,,,267
海南,屯昌县,海南-屯昌县,173,999999,999999,,857023.882,,,,,261
海南,文昌,海南-文昌,173,999999,999999,,857023.882,,,,,262
宁夏,中卫,宁夏-中卫,176,999999,999999,,857024.311,,,,,77
海南,定安县,海南-定安县,233,999999,999999,,857032.462,,,,,260
青海,海东,青海-海东,288,999999,999999,,857040.327,,,,,376
新疆,克孜勒苏柯尔克孜自治州,新疆-克孜勒苏柯尔克孜自治州,290,999999,999999,,857040.613,,,,,169
海南,昌江黎族自治县,海南-昌江黎族自治县,295,999999,999999,,857041.328,,,,,263
海南,澄迈县,海南-澄迈县,295,999999,999999,,857041.328,,,,,265
青海,黄南藏族自治州,青海-黄南藏族自治州,349,999999,999999,,857049.05,,,,,382
海南,保亭黎族苗族自治县,海南-保亭黎族苗族自治县,354,999999,999999,,857049.765,,,,,258
海南,白沙黎族自治县,海南-白沙黎族自治县,415,999999,999999,,857058.488,,,,,268
海南,琼中黎族苗族自治县,海南-琼中黎族苗族自治县,416,999999,999999,,857058.631,,,,,266
青海,果洛藏族自治州,青海-果洛藏族自治州,771,999999,999999,,857109.396,,,,,375
甘肃,嘉峪关,甘肃-嘉峪关,999999,999999,999999,,999999,,,,,307
黑龙江,大庆,黑龙江-大庆,999999,999999,999999,,999999,,,,,391,Y
黑龙江,大兴安岭地区,黑龙江-大兴安岭地区,999999,999999,999999,,999999,,,,,390
黑龙江,哈尔滨,黑龙江-哈尔滨,999999,999999,999999,,999999,,,,,389,Y
黑龙江,鹤岗,黑龙江-鹤岗,999999,999999,999999,,999999,,,,,395
黑龙江,黑河,黑龙江-黑河,999999,999999,999999,,999999,,,,,396
黑龙江,鸡西,黑龙江-鸡西,999999,999999,999999,,999999,,,,,394
黑龙江,佳木斯,黑龙江-佳木斯,999999,999999,999999,,999999,,,,,387
黑龙江,牡丹江,黑龙江-牡丹江,999999,999999,999999,,999999,,,,,392
黑龙江,七台河,黑龙江-七台河,999999,999999,999999,,999999,,,,,385
黑龙江,齐齐哈,黑龙江-齐齐哈,999999,999999,999999,,999999,,,,,397
黑龙江,双鸭山,黑龙江-双鸭山,999999,999999,999999,,999999,,,,,388
黑龙江,绥化,黑龙江-绥化,999999,999999,999999,,999999,,,,,393
黑龙江,伊春,黑龙江-伊春,999999,999999,999999,,999999,,,,,386
湖北,神农架林区,湖北-神农架林区,999999,999999,999999,,999999,,,,,280